Title,Date,Link,Authors,Affiliations
Real-Time Compressed Video Encryption: Based on Quasigroup on System on Chip (SOC),"11 August 2021
",https://link.springer.com/article/10.1007/s42979-021-00793-4,"Deepthi Haridas, D. Sree Kiran, Shivi Patel, K. Raghavendra, Sarma Venkatraman, Raghu Venkatraman","Advanced Data Processing Research Institute (ADRIN), Department of Space, Government of India, Secunderabad, Telangana, 500009, India"
Computer Virus Model with Stealth Viruses and Antivirus Renewal in a Network with Fast Infectors,"10 August 2021
",https://link.springer.com/article/10.1007/s42979-021-00780-9,"Hassan Shah, Donna Marie Giselle Comissiong","Department of Mathematics and Statistics, The University of the West Indies, St. Augustine Campus, St. Augustine, Trinidad and Tobago"
Detecting Double and Triple Compression in HEVC Videos Using the Same Bit Rate,"08 August 2021
",https://link.springer.com/article/10.1007/s42979-021-00800-8,"Seba Youssef, Tamer Shanableh","Department of Computer Science and Engineering, American University of Sharjah, Sharjah, UAE"
Application of Optimal Control of Infectious Diseases in a Model-Free Scenario,"07 August 2021
",https://link.springer.com/article/10.1007/s42979-021-00794-3,"Erivelton G. Nepomuceno, Márcia L. C. Peixoto, Márcio J. Lacerda, Andriana S. L. O. Campanharo, Ricardo H. C. Takahashi, Luis A. Aguirre","Control and Modelling Group (GCOM), Department of Electrical Engineering, Federal University of São João del-Rei, São João del-Rei, Brazil, Graduate Program in Electrical Engineering (PPGEE), Federal University of Minas Gerais, Belo Horizonte, Brazil, Department of Biostatistics, Institute of Biosciences of Botucatu, São Paulo State University, São Paulo, Brazil, Department of Mathematics, Federal University of Minas Gerais, Belo Horizonte, Brazil, Department of Electronic Engineering, Federal University of Minas Gerais, Belo HorizonteBelo Horizonte, Brazil"
Virtualization Costs: Benchmarking Containers and Virtual Machines Against Bare-Metal,"07 August 2021
",https://link.springer.com/article/10.1007/s42979-021-00781-8,"Saverio Giallorenzo, Jacopo Mauro, Martin Gyde Poulsen, Filip Siroky","Università di Bologna, Bologna, Italy, INRIA, Sophia Antipolis, France, University of Southern Denmark, Odense, Denmark, Ordbogen A/S, Odense, Denmark"
Studies of Norm-Based Locality Measures of Two-Dimensional Hilbert Curves,"07 August 2021
",https://link.springer.com/article/10.1007/s42979-021-00711-8,"H. K. Dai, H. C. Su","Computer Science Department, Oklahoma State University, Stillwater, OK, 74078, USA, Department of Computer Science, Arkansas State University, State University, Jonesboro, AR, 72467, USA"
Using Open Source Intelligence as a Tool for Reliable Web Searching,"07 August 2021
",https://link.springer.com/article/10.1007/s42979-021-00777-4,"Bipin Kumar Rai, Ravi Verma, Shiva Tiwari","Department of IT, ABES Institute of Technology, Ghaziabad, Uttar Pradesh, India"
Po-Miner: A Web Mining Poem Generator and its Security Model,"07 August 2021
",https://link.springer.com/article/10.1007/s42979-021-00802-6,"Prakash Hegade, Rajaram M. Joshi, Vibha G. Hegde, Tejaswini Kale, Srushti Basavaraddi","School of Computer Science and Engineering, KLE Technological University, Vidyanagar, Hubli, 580031, India"
Data Integration Using Model-Based Boosting,"07 August 2021
",https://link.springer.com/article/10.1007/s42979-021-00797-0,"Bin Li, Somsubhra Chakraborty, David C. Weindorf, Qingzhao Yu","Department of Experimental Statistics, Louisiana State University, Baton Rouge, LA, 70803, USA, Agricultural and Food Engineering Department, IIT Kharagpur, Kharagpur, 721302, India, Department of Earth and Atmospheric Sciences, Central Michigan University, Mount Pleasant, MI, 48859, USA, Louisiana State University Health Sciences Center, New Orleans, LA, 70112, USA"
Handwritten Digit Recognition Using Bayesian ResNet,"02 August 2021
",https://link.springer.com/article/10.1007/s42979-021-00791-6,"Purva Mhasakar, Prapti Trivedi, Srimanta Mandal, Suman K. Mitra","Dhirubhai Ambani Institute of Information and Communication Technology, Gandhinagar, Gujarat, India"
Conversion Between Cubic Bezier Curves and Catmull–Rom Splines,"31 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00770-x,"Soroosh Tayebi Arasteh, Adam Kalisz","Department of Electrical, Electronic, and Communication Engineering, Information Technology (LIKE), Friedrich-Alexander-Universität Erlangen-Nürnberg, Am Wolfsmantel 33, 90158, Erlangen, Germany, Harvard Medical School, 25 Shattuck St, Boston, MA, 02115, USA"
A Review on Progress in Semantic Image Segmentation and Its Application to Medical Images,"31 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00784-5,"Mithun Kumar Kar, Malaya Kumar Nath, Debanga Raj Neog","Department of Electronics and Communication Engineering, National Institute of Technology Puducherry, Karaikal, 609609, India, Independent Researcher, Toronto, Canada"
"Backward Stepwise Elimination: Approximation Guarantee, a Batched GPU Algorithm, and Empirical Investigation","31 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00788-1,"Benjamin Sauk, Nikolaos V. Sahinidis","Department of Chemical Engineering, Carnegie Mellon University, Pittsburgh, PA, USA, H. Milton Stewart School of Industrial & Systems Engineering and School of Chemical & Biomolecular Engineering, Georgia Institute of Technology, Atlanta, GA, 30332, USA"
A Double Threshold-Based Power-Aware Honey Bee Cloud Load Balancing Algorithm,"30 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00771-w,"Anindita Sarkar Mondal, Somnath Mukhopadhyay, Kartick Chandra Mondal, Samiran Chattopadhyay","Department of Information Technology, Jadavpur University, Kolkata, India, Department of Computer Science and Engineering, Assam University Silchar, Silchar, Assam, India"
"Topics, Sentiments, and Emotions Triggered by COVID-19-Related Tweets from IRAN and Turkey Official News Agencies","29 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00789-0,"Waseem Ahmad, Bang Wang, Han Xu, Minghua Xu, Zeng Zeng","School of Electronic Information and Communications, Huazhong University of Science and Technology (HUST), Wuhan, China, School of Journalism and Information Communication, Huazhong University of Science and Technology (HUST), Wuhan, China, Institute for Infocomm Research, Agency for Science, Technology and Research (A*STAR), Singapore, Singapore"
Quantum Computing Opportunities in Renewable Energy,"28 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00786-3,"Annarita Giani, Zachary Eldredge","GE Research, General Electric Company, New York, USA, Department of Energy, Solar Energy Technologies Office, Office of Energy Efficiency and Renewable Energy, Washington, DC, USA"
Review of Chaos Detection Techniques Performed on Chaotic Maps and Systems in Image Encryption,"26 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00778-3,"Joan S. Muthu, P. Murali","Department of Computer Science and Engineering, SRM Institute of Science and Technology, Chengalpattu District, Kattankulathur, Tamil Nadu, 603203, India"
Two Class Pruned Log Message Anomaly Detection,"24 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00772-9,"Amir Farzad, T. Aaron Gulliver","Department of Electrical and Computer Engineering, University of Victoria, PO Box 1700, STN CSC, Victoria, BC, V8W 2Y2, Canada"
Deep Transfer Learning-Based Framework for COVID-19 Diagnosis Using Chest CT Scans and Clinical Information,"24 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00785-4,Shreyas Mishra,"National Institute of Technology, Rourkela, India"
DenseNet Convolutional Neural Networks Application for Predicting COVID-19 Using CT Image,"23 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00782-7,"Najmul Hasan, Yukun Bao, Ashadullah Shawon, Yanmei Huang","Center for Modern Information Management, School of Management, Huazhong University of Science and Technology, Wuhan, 430074, People’s Republic of China, Frontier Semiconductor Bangladesh Ltd., Dhaka, Bangladesh, Center for Big Data Analytics, Jiangxi University of Engineering, Xinyu, 338029, People’s Republic of China"
Learning 2-Opt Heuristics for Routing Problems via Deep Reinforcement Learning,"23 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00779-2,"Paulo da Costa, Jason Rhuggenaath, Yingqian Zhang, Alp Akcay, Uzay Kaymak","School of Industrial Engineering, Eindhoven University of Technology, 5612 AZ, Eindhoven, The Netherlands"
Two Dimensional Convolutional Neural Network Approach for Real-Time Bangla Sign Language Characters Recognition and Translation,"23 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00783-6,"Md. Shahinur Alam, Mahib Tanvir, Dip Kumar Saha, Sajal K. Das","Rajshahi University of Engineering & Technology, Rajshahi, 6204, Bangladesh"
Detection of Autism Spectrum Disorder in Children Using Machine Learning Techniques,"22 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00776-5,"Kaushik Vakadkar, Diya Purkayastha, Deepa Krishnan","Computer Engineering, Mukesh Patel School of Technology Management and Engineering, NMIMS University, Mumbai, India, Computer Engineering Department, Mukesh Patel School of Technology Management and Engineering, NMIMS University, Mumbai, India"
Analyzing Sequence Data with Markov Chain Models in Scientific Experiments,"21 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00768-5,"Evgenia Paxinou, Dimitrios Kalles, Christos T. Panagiotakopoulos, Vassilios S. Verykios","School of Science and Technology, Hellenic Open University, Patras, Greece, Department of Primary Education, University of Patras, Patras, Greece"
Machine Learning Approaches for Tackling Novel Coronavirus (COVID-19) Pandemic,"19 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00774-7,"Mohammad Marufur Rahman, Md. Milon Islam, Md. Motaleb Hossen Manik, Md. Rabiul Islam, Mabrook S. Al-Rakhami","Department of Computer Science and Engineering, Khulna University of Engineering and Technology, Khulna, 9203, Bangladesh, Department of Electrical and Electronic Engineering, Bangladesh Army University of Engineering and Technology, Natore, 6431, Bangladesh, Research Chair of Pervasive and Mobile Computing, Information Systems Department, College of Computer and Information Sciences, King Saud University, Riyadh, 11543, Saudi Arabia"
Determining Sequence of Image Processing Technique (IPT) to Detect Adversarial Attacks,"19 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00773-8,"Kishor Datta Gupta, Dipankar Dasgupta, Zahid Akhtar","University of Memphis, Memphis, TN, USA"
Constant Time Algorithms for ROLLO-I-128,"18 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00761-y,"Carlos Aguilar-Melchor, Nicolas Aragon, Emanuele Bellini, Florian Caullery, Rusydi H. Makarim, Chiara Marcolla","ISAE-SUPAERO, Université de Toulouse, Toulouse, France, Université de Limoges, Limoges Cedex, France, Cryptography Research Centre, Technology Innovation Institute, Abu Dhabi, United Arab Emirates"
D2D NOMA Groupcast in 5G Heterogeneous Networks,"17 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00747-w,Rafael Kaliski,"Department of Computer Science, National Taiwan University of Science and Technology, No. 43, Keelung Rd., Sec. 4, Da’an Dist, Taipei, 106, Taiwan"
A Novel Shallow ConvNet-18 for Malaria Parasite Detection in Thin Blood Smear Images,"17 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00763-w,"Poonguzhali Elangovan, Malaya Kumar Nath","Department of ECE, National Institute of Technology Puducherry, Karaikal, India, Department of ECE, National Institute of Technology Puducherry, Karaikal, India"
The Finest Superframe Interval and GTS Provision Scheme (FSGPS) for Time-Sensitive IEEE 802.15.4 Applications,"16 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00769-4,"Gulshan Soni, Kandasamy Selvaradjou","Department of Computer Science and Engineering, Pondicherry Engineering College, Puducherry, India"
Computer Science Students’ Perceptions of Emergency Remote Teaching: An Experience Report,"13 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00733-2,"Giulia Toti, Mohammad Amin Alipour","Department of Computer Science, University of British Columbia, Vancouver, Canada, Department of Computer Science, University of Houston, Houston, TX, USA"
"Data Science and Analytics: An Overview from Data-Driven Smart Computing, Decision-Making and Applications Perspective","12 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00765-8,Iqbal H. Sarker,"Swinburne University of Technology, Melbourne, VIC, 3122, Australia, Department of Computer Science and Engineering, Chittagong University of Engineering & Technology, Chittagong, 4349, Bangladesh"
Design of a Structured Hypercube Network Chip Topology Model for Energy Efficiency in Wireless Sensor Network Using Machine Learning,"10 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00766-7,"Namit Gupta, Kunwar Singh Vaisla, Rajeev Kumar","Uttarakhand Technical University, Dehradun, India, B T Kumaon Institute of Technology, Dwarahat, India, Teerthanker Mahaveer University, Moradabad, India"
Collision Avoidance Using Deep Learning-Based Monocular Vision,"10 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00759-6,"Róbert-Adrian Rill, Kinga Bettina Faragó","Faculty of Informatics, Eötvös Loránd University, Budapest, Hungary, Faculty of Mathematics and Computer Science, Babeş-Bolyai University, Cluj-Napoca, Romania"
Evaluation of SOA-Based Web Services and Microservices Architecture Using Complexity Metrics,"10 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00767-6,"Vinay Raj, Ravichandra Sadam","Department of Computer Science and Engineering, National Institute of Technology Warangal, Warangal, Telangana, India"
Tandem Deep Learning Side-Channel Attack on FPGA Implementation of AES,"09 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00755-w,"Huanyu Wang, Elena Dubrova","KTH Royal Institute of Technology, Stockholm, Sweden"
Performance Evaluation of Soft Computing Approaches for Forecasting COVID-19 Pandemic Cases,"09 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00764-9,"Muhammad Shoaib, Hamza Salahudin, Muhammad Hammad, Shakil Ahmad, Alamgir Akhtar Khan, Mudasser Muneer Khan, Muhammad Azhar Inam Baig, Fiaz Ahmad, Muhammad Kaleem Ullah","Agricultural Engineering Department, Bahauddin Zakariya University, Multan, Pakistan, Agricultural Engineering Department, Bahauddin Zakariya University, Multan, Pakistan, Department of Agricultural Engineering, Bahauddin Zakariya University, Multan, Pakistan, NUST Institute of Civil Engineering, National University of Sciences and Technology, Islamabad, Pakistan, Department of Agricultural Engineering, MNS University of Agriculture, Multan, Pakistan, Department of Civil Engineering, Bahauddin Zakariya University, Multan, Pakistan, Department of Agricultural Engineering, Bahauddin Zakariya University, Multan, Pakistan, Department of Agricultural Engineering, Bahauddin Zakariya University, Multan, Pakistan, Department of Civil Engineering, The University of Lahore, Lahore, Pakistan"
HOG + CNN Net: Diagnosing COVID-19 and Pneumonia by Deep Neural Network from Chest X-Ray Images,"08 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00762-x,"Mohammad Marufur Rahman, Sheikh Nooruddin, K. M. Azharul Hasan, Nahin Kumar Dey","Department of Computer Science and Engineering, Khulna University of Engineering and Technology, Khulna, 9203, Bangladesh"
A Model-Driven Approach for Enforcing Fine-Grained Access Control for SQL Queries,"07 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00712-7,"Hoang Nguyen Phuoc Bao, Manuel Clavel","Vietnamese-German University, Thu Dau Mot, Vietnam"
Cervical Cytology Classification Using PCA and GWO Enhanced Deep Features Selection,"07 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00741-2,"Hritam Basak, Rohit Kundu, Sukanta Chakraborty, Nibaran Das","Department of Electrical Engineering, Jadavpur University, 188, Raja S.C. Mullick Road, Jadavpur, Kolkata, West Bengal, 700032, India, Theism Medical Diagnostics Centre, Dum Dum, Kolkata, West Bengal, 700030, India, Department of Computer Science and Engineering, Jadavpur University, 188, Raja S.C. Mullick Road, Jadavpur, Kolkata, West Bengal, 700032, India"
Deep Residual Networks’ Abstract Reasoning Performance on Raven’s Progressive Matrices,"07 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00758-7,Shuyu Wang,"Department of Control Engineering, Northeastern University, Qinhuangdao, Hebei, 066001, People’s Republic of China"
"Optical Mark Recognition: Advances, Difficulties, and Limitations","05 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00760-z,"Erik Miguel de Elias, Paulo Marcelo Tasinaffo, R. Hirata Jr.","Aeronautics Institute of Technology - ITA, São José dos Campos, Brazil, Institute of Mathematics and Statistics, University of São Paulo - USP, São Paulo, Brazil"
Multistage Newton’s Approach for Training Radial Basis Function Neural Networks,"03 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00757-8,"Kanishka Tyagi, Chinmay Rane, Bito Irie, Michael Manry","Department of Electrical Engineering, The University of Texas at Arlington, Arlington, TX, 76010, USA, Aptiv Advance Engineering Center, Agoura Hills, CA, 91301, USA"
A Review of Machine Learning Classification Using Quantum Annealing for Real-World Applications,"03 July 2021
",https://link.springer.com/article/10.1007/s42979-021-00751-0,"Rajdeep Kumar Nath, Himanshu Thapliyal, Travis S. Humble","University of Kentucky, Lexington, KY, USA, Oak Ridge National Laboratory, Oak Ridge, TN, USA"
Change Detection and Patch Analysis of Sundarban Forest During 1975–2018 Using Remote Sensing and GIS Data,"30 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00749-8,"Krishan Kundu, Prasun Halder, Jyotsna Kumar Mandal","Department of Computer Science and Engineering, Government College of Engineering and Textile Technology, Serampore, Hooghly, West Bengal, India, Department of Computer Science and Engineering, Ramkrishna Mahato Government Engineering College, Purulia, West Bengal, India, Department of Computer Science and Engineering, University of Kalyani, Kalyani, West Bengal, India"
Designing Efficient NoC-Based Neural Network Architectures for Identification of Epileptic Seizure,"30 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00756-9,"Ayut Ghosh, Arka Prava Roy, Ramapati Patra, Hemanta Kumar Mondal","Department of Electronics and Communication Engineering, National Institute of Technology, Durgapur, India"
Cross-Layer Design Approaches in Underwater Wireless Sensor Networks: A Survey,"29 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00754-x,"Roshani V. Bhaskarwar, Dnyandeo J. Pete","Department of Electronics Engineering, Datta Meghe College of Engineering, Sector 3, Airoli, Navi Mumbai, 400708, India"
A Multi-Objective Deadline-Constrained Task Scheduling Algorithm with Guaranteed Performance in Load Balancing on Heterogeneous Networks,"28 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00609-5,"Moumita Chatterjee, S. K. Setua","Department of Computer Science and Engineering, Aliah University, Newtown, Kolkata, West Bengal, India, Department of Computer Science and Engineering, University of Calcutta, Kolkata, India"
Efficient Hardware Implementation of Decision Tree Training Accelerator,"26 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00748-9,"Rituparna Choudhury, Shaik Rafi Ahamed, Prithwijit Guha","Indian Institute of Technology Guwahati, Guwahati, India"
Machine Learning-Based Anxiety Detection in Older Adults Using Wristband Sensors and Context Feature,"26 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00744-z,"Rajdeep Kumar Nath, Himanshu Thapliyal","University of Kentucky, Lexington, KY, USA"
Hausdorff Distance with Outliers and Noise Resilience Capabilities,"26 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00737-y,Baraka Jacob Maiseli,"Department of Electronics and Telecommunications Engineering, College of Information and Communication Technologies, University of Dar es Salaam, 14113, Dar es Salaam, Tanzania"
Text Region Identification in Indian Street Scene Images Using Stroke Width Transform and Support Vector Machine,"25 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00745-y,"S. S. Shiravale, S. S. Sannakki, R. Jayadevan","Department of Computer Engineering, MMCOE, Pune, India, Department of Computer Science and Engineering, GIT, Belagavi, India, Department of Computer Engineering, AIT, Pune, India"
Security and Reliability of Safety-Critical RTOS,"25 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00753-y,"Ryan Luna, Sheikh Ariful Islam","Department of Computer Science, University of Texas Rio Grande Valley,  Edinburg, TX, USA"
Training Neural Networks on Top of Support Vector Machine Models for Classifying Fingerprint Images,"24 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00743-0,Thanh-Nghi Do,"College of Information Technology, Can Tho University, 92000, Cantho, Vietnam, UMI UMMISCO 209 (IRD/UPMC), Sorbonne University, Pierre and Marie Curie University, Paris 6, France"
A Novel Feature Extraction Model for Large-Scale Workload Prediction in Cloud Environment,"24 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00730-5,"S. R. Shishira, A. Kandasamy","Department of Mathematical and Computational Sciences, National Institute of Technology Karnataka Surathkal, Mangalore, India"
An Anatomization Model for Farmer Data Collections,"23 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00740-3,"Surapon Riyana, Noppamas Riyana, Warunsiri Sujinda","Maejo University (MJU), Chiangmai-Phrao Road, Maejo, Sansai, Chiang Mai, 50290, Thailand"
A Theoretical and Experimental Comparison of Large-Scale Join Algorithms in Spark,"23 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00738-x,"Anh-Cang Phan, Thuong-Cang Phan, Thanh-Ngoan Trieu, Thi-To-Quyen Tran","Vinh Long University of Technology Education, Vinh Long City, Vietnam, Can Tho University, Can Tho City, Vietnam, IRISA, University of Rennes 1, Lannion City, France"
Extended Authorization Policy for Graph-Structured Data,"22 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00684-8,"Aya Mohamed, Dagmar Auer, Daniel Hofer, Josef Küng","Institute for Application-Oriented Knowledge Processing (FAW), Johannes Kepler University Linz (JKU), Linz, Austria, LIT Secure and Correct Systems Lab, Linz Institute of Technology (LIT), Johannes Kepler University Linz (JKU), Linz, Austria"
Machine Learning Predictive Models for Coronary Artery Disease,"22 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00731-4,"L. J. Muhammad, Ibrahem Al-Shourbaji, Ahmed Abba Haruna, I. A. Mohammed, Abdulkadir Ahmad, Muhammed Besiru Jibrin","Department of Mathematics and Computer Science, Faculty of Science, Federal University of Kashere, P.M.B. 0182, Gombe, Nigeria, Department of Computer Science and Network Engineering, Jazan University, 828222-6649, Jazan, Kingdom of Saudi Arabia, College of Computer Science and Engineering, University of Hafr Al Batin, Al Jamiah, Hafar Al Batin, 39524, Saudi Arabia, Computer Science Department, Yobe State University, Damaturu, Yobe State, Nigeria, Department of Computer Science, Kano University of Science and Technology, Wudil, Kano, Nigeria"
Social Network Users Create Seismic Intensity Maps: An Automatic Approach of the Methodology,"22 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00728-z,S. G. Arapostathis,"Harokopio University, Athens, Greece"
A Systematic Assessment of Numerical Association Rule Mining Methods,"22 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00725-2,"Minakshi Kaushik, Rahul Sharma, Sijo Arakkal  Peious , Mahtab Shahin, Sadok Ben Yahia, Dirk Draheim","Information Systems Group, Tallinn University of Technology, Akadeemia tee 15a, 12618, Tallinn, Estonia, Software Science Department, Tallinn University of Technology, Akadeemia tee 15a, 12618, Tallinn, Estonia"
Advances in Multi-agent Systems Research: EUMAS 2020 Extended Selected Papers,"22 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00752-z,"Nick Bassiliades, Georgios Chalkiadakis","School of Informatics, Aristotle University of Thessaloniki, Thessaloníki, Greece, School of Electrical and Computer Engineering, Technical University of Crete, Chania, Greece"
CoviChain: A Blockchain Based Framework for Nonrepudiable Contact Tracing in Healthcare Cyber-Physical Systems During Pandemic Outbreaks,"20 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00746-x,"Sukrutha L. T. Vangipuram, Saraju P. Mohanty, Elias Kougianos","Department of Computer Science and Engineering, University of North Texas, Denton, TX, USA, Department of Electrical Engineering, University of North Texas, Denton, TX, USA"
Synthetic Data Generation System for AI-Based Diabetic Foot Diagnosis,"19 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00667-9,"Jayun Hyun, Yongho Lee, Ha Min Son, Seo Hu Lee, Vinh Pham, Ji Ung Park, Tai-Myoung Chung","Department of Computer Science and Engineering, Sungkyunkwan University, Suwon, Republic of Korea, College of International Studies, Kyung Hee University, Yongin, Republic of Korea, Department of Artificial Intelligence, Sungkyunkwan University, Suwon, Republic of Korea, Department of Plastic and Reconstructive Surgery, Seoul National University Boramae Hospital, Seoul National University College of Medicine, Seoul, Republic of Korea"
Verified Model Checking for Conjunctive Positive Logic,"19 June 2021
",https://link.springer.com/article/10.1007/s42979-020-00417-3,"Alex Abuin, Unai Diaz de Cerio, Montserrat Hermo, Paqui Lucio","Computer Languages and Systems, University of the Basque Country, San Sebastián, Spain, Dependable Embedded Systems, Ikerlan Research Center, Mondragón, Spain"
Edge-Based Evolved Packet Core (EPC) Refactoring for High Speed Mobility,"19 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00718-1,"Wei-Kuo Chiang, Ming-Wei Wang","Department of Computer Science and Information Engineering, National Chung Cheng University, Chiayi, 621, Taiwan, R.O.C."
Towards Regulatory-Compliant MLOps: Oravizio’s Journey from a Machine Learning Experiment to a Deployed Certified Medical Product,"19 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00726-1,"Tuomas Granlund, Vlad Stirbu, Tommi Mikkonen","Solita, Tampere, Finland, CompliancePal, Tampere, Finland, University of Helsinki, Helsinki, Finland"
Improved RPL Protocol for Low-Power and Lossy Network for IoT Environment,"18 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00742-1,"Nariman Najeeb Hadaya, Salah Abdulghani Alabady","Computer Engineering Department, University of Mosul, Mosul, Iraq"
CNN Architectures for Geometric Transformation-Invariant Feature Representation in Computer Vision: A Review,"16 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00735-0,"Alhassan Mumuni, Fuseini Mumuni","Electrical & Electronic Engineering Department, Cape Coast Technical University, Cape Coast, Ghana, Electrical and Electronic Engineering Department, University of Mines and Technology, Tarkwa, Ghana"
An Effective Clustering-Based Web Page Recommendation Framework for E-Commerce Websites,"15 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00736-z,"Harpreet Singh, Parminder Kaur","Department of Computer Science and Engineering, DAV University, Jalandhar, India, Department of Computer Science, Guru Nanak Dev University, Amritsar, India"
Empowering Users in Online Open Communities,"14 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00714-5,"Nardine Osman, Ronald Chenu-Abente, Qiang Shen, Carles Sierra, Fausto Giunchiglia","Artificial Intelligence Research Institute (IIIA-CSIC), Barcelona, Spain, Dipartimento di Ingegneria e Scienza dell’Informazione, Univerità di Trento, Trento, Italy, College of Computer Science and Technology, Jilin University, Changchun, China"
Full Non-Binary Constant-Weight Codes,"14 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00739-w,"Alexandr Kuznetsov, Natalia Kryvinska, Anastasiia Kiian, Oleksii Smirnov, Kateryna Kuznetsova","V. N. Karazin Kharkiv National University, Svobody Sq., 4, Kharkiv, 61022, Ukraine, Department of Information Systems, Faculty of Management, Comenius University in Bratislava, 82005, Bratislava 25, Slovakia, Central Ukrainian National Technical University, Avenue University 8, 25006, Kropivnitskiy, Ukraine"
Ornament Image Retrieval Using Multimodal Fusion,"14 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00734-1,"Sk Maidul Islam, Subhankar Joardar, Debi Prosad Dogra, Arif Ahmed Sekh","Global Institute of Science and Technology, Purba Medinipur, India, Haldia Institute of Technology, Purba Medinipur, India, Indian Institute of Technology Bhubaneswar, Bhubaneswar, India, UiT The Arctic University of Norway, Troms, Norway"
A Deep Learning-Based Method for Forecasting Gold Price with Respect to Pandemics,"12 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00724-3,"Mahtab Mohtasham Khani, Sahand Vahidnia, Alireza Abbasi","Istanbul Technical University, Istanbul, Turkey, School of Engineering and IT, University of New South Wales, Canberra, Australia"
"Contactless Technologies for Smart Cities: Big Data, IoT, and Cloud Infrastructures","11 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00719-0,"Arunmozhi Manimuthu, Venugopal Dharshini, Ioannis Zografopoulos, M. K. Priyan, Charalambos Konstantinou","Energy Research Institute (ERI@N), Nanyang Technological University, Singapore, Singapore, APTECH Solutions PVT LTD, Bangalore, India, Division of Computer, Electrical and Mathematical Sciences and Engineering
, King Abdullah University of Science and Technology (KAUST), Thuwal, 23955, Saudi Arabia, Department of Computer Engineering, Kyung Hee University, Seoul, South Korea"
A Hybrid System to Assist Visually Impaired People,"11 June 2021
",https://link.springer.com/article/10.1007/s42979-021-00703-8,"Leela Pravallika Siriboyina, Venkata Sainath Gupta Thadikemalla","Department of E.C.E, V. R. Siddhartha Engineering College, Kanuru, Vijayawada, Andhra Pradesh, 520070, India"
